MultiwiniaOptions_StartDefinition
	Name		NewLevel
	GameTypes	Assault 
	PopulationCap	1600
	DefenderPopulationCap	250
	NumPlayers	2
	LevelOptions	trunkportreinforcements 75	
	InvalidCrates	Armour	
	PlayTime	15
	Difficulty	advanced
	AttackingTeams	1 
	Wall                163     1888.80 3762.95 255     -0.03   -1.00   0         -1
	GunTurret           164     2148.42 3827.17 255     -0.00   1.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           165     1875.77 3820.30 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           166     2252.20 3775.45 255     -0.00   1.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           167     1772.02 3768.43 255     -0.00   1.00    0       0   0.00 0.00 0.00 0.00 
	Wall                168     2667.70 2878.75 255     1.00    0.00    0         -1
	Wall                169     2667.97 2794.88 255     1.00    0.00    0         -1
	Wall                170     2667.85 2710.92 255     1.00    0.00    0         -1
	Wall                171     2625.43 2666.97 255     0.02    -1.00   0         -1
	Wall                172     2622.33 2532.33 255     0.02    -1.00   0         -1
	Wall                173     2664.39 2492.21 255     1.00    0.00    0         -1
	Wall                174     2664.09 2408.26 255     1.00    0.00    0         -1
	Wall                175     2664.24 2324.65 255     1.00    0.00    0         -1
	Wall                176     2664.14 2240.71 255     1.00    0.00    0         -1
	Wall                177     2664.02 2156.71 255     1.00    0.00    0         -1
	Wall                178     2664.10 2072.90 255     1.00    0.00    0         -1
	Wall                179     2664.31 1989.09 255     1.00    0.00    0         -1
	Wall                180     2634.38 1917.40 255     0.70    -0.72   0         -1
	GunTurret           181     2667.98 2570.53 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           182     2666.17 2633.12 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	AITarget            184     3175.89 2751.12 255     1.00    0.00    0       -1    0.00 1     
	AITarget            185     2644.25 2599.45 255     1.00    0.00    0       -1    0.00 0     
	AITarget            186     3155.20 2367.10 255     1.00    0.00    0       -1    0.00 0     
	AITarget            188     1949.04 2453.61 255     1.00    0.00    0       -1    0.00 0     
	AITarget            189     2015.01 3320.84 255     1.00    0.00    0       -1    0.00 0     
	AITarget            190     2122.93 2877.12 255     1.00    0.00    0       -1    0.00 0     
	AITarget            191     2255.61 3818.95 255     1.00    0.00    0       -1    0.00 1     
	AITarget            192     1746.16 3815.32 255     1.00    0.00    0       -1    0.00 0     
	AITarget            193     2000.79 4016.76 255     1.00    0.00    0       -1    0.00 1     
	AITarget            194     2122.73 4271.27 255     1.00    0.00    0       -1    0.00 1     
	AITarget            195     2025.16 4350.63 255     1.00    0.00    0       -1    0.00 1     
	AITarget            196     1954.58 4257.08 255     1.00    0.00    0       -1    0.00 1     
	AITarget            197     2332.58 2471.85 255     1.00    0.00    0       -1    0.00 0     
	LaserFence          198     799.48  2736.73 0       -0.18   -0.98   0       199     1.00  2
	LaserFence          199     800.53  2692.55 0       0.70    0.72    0       200     2.00  2
	LaserFence          200     1177.09 2714.53 0       -0.11   0.99    0       201     2.00  2
	LaserFence          201     1431.03 2718.49 0       0.22    0.98    0       202     2.00  2
	LaserFence          202     1702.03 2642.82 0       0.41    0.91    0       203     2.00  2
	LaserFence          203     1848.19 2558.94 0       0.17    0.99    0       22      2.00  2
	Wall                18      1710.06 2668.67 255     0.27    0.96    0         -1
	LaserFence          204     2058.77 2322.23 0       0.98    0.20    0       205     2.00  2
	LaserFence          205     2154.85 2207.11 0       0.94    0.34    0       206     2.00  2
	LaserFence          206     2189.47 1918.01 0       1.00    -0.05   0       207     2.00  2
	LaserFence          207     2152.88 1446.78 0       0.50    0.87    0       36      2.00  2
	Wall                208     1159.24 2180.50 255     -0.03   -1.00   0         -1
	Wall                209     1076.58 2190.63 255     -0.23   -0.97   0         -1
	Wall                210     1018.73 2239.25 255     -0.92   -0.38   0         -1
	Wall                211     1003.96 2321.15 255     1.00    0.00    0         -1
	Wall                212     1003.95 2405.07 255     1.00    0.00    0         -1
	Wall                213     1027.93 2481.23 255     0.83    -0.56   0         -1
	Wall                214     1089.02 2535.13 255     0.45    -0.89   0         -1
	Wall                215     1168.95 2552.50 255     -0.03   -1.00   0         -1
	Wall                216     1236.90 2518.87 255     -0.77   -0.64   0         -1
	Wall                217     1234.12 2205.31 255     0.62    -0.78   0         -1
	Wall                218     1267.63 2274.46 255     1.00    0.00    0         -1
	Wall                219     1264.87 2445.35 255     1.00    0.00    0         -1
	Wall                220     1225.31 2316.80 255     -0.03   -1.00   0         -1
	Wall                221     1222.43 2403.47 255     -0.03   -1.00   0         -1
	GunTurret           222     1244.19 2362.39 255     -0.00   1.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           223     1082.28 2234.90 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           224     1090.76 2484.25 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	Wall                225     2099.82 1884.89 255     1.00    0.00    0         -1
	Wall                226     2099.85 1800.82 255     1.00    0.00    0         -1
	Wall                227     2100.01 1716.76 255     1.00    0.00    0         -1
	Wall                228     2071.55 1643.24 255     0.73    -0.68   0         -1
	Wall                229     2000.81 1609.21 255     0.07    -1.00   0         -1
	Wall                230     1925.73 1632.26 255     -0.63   -0.78   0         -1
	Wall                231     1860.71 1685.23 255     -0.63   -0.78   0         -1
	Wall                232     1795.32 1737.98 255     -0.63   -0.78   0         -1
	Wall                233     1778.27 1804.47 255     0.94    -0.34   0         -1
	Wall                234     1831.70 1858.59 255     0.36    -0.93   0         -1
	Wall                236     2057.72 1931.81 255     0.12    0.99    0         -1
	Wall                235     1976.97 1919.35 255     0.36    -0.93   0         -1
	GunTurret           237     1912.54 1872.94 255     -0.00   1.00    0       0   0.00 0.00 0.00 0.00 
	Wall                238     1956.04 1867.53 255     0.90    0.43    0         -1
	Wall                239     1888.92 1837.24 255     0.90    0.43    0         -1
	GunTurret           240     2018.35 1643.45 255     1.00    0.00    0       3   0.00 0.00 0.00 0.00 
	StaticShape         242     1592.78 2213.64 255     0.70    0.72    0         1.00  temple3.shp  
	StaticShape         243     1870.27 1874.84 255     -0.74   -0.68   0         1.21  temple4.shp  
	StaticShape         241     1657.89 2147.68 255     -0.74   0.68    0         1.00  temple3.shp  
	StaticShape         244     1717.47 2212.62 255     -0.70   -0.71   0         1.00  temple3.shp  
	StaticShape         245     1655.70 2273.88 255     0.70    -0.72   0         1.00  temple3.shp  
	StaticShape         246     1937.31 1905.14 255     -0.70   -0.71   0         1.21  temple4.shp  
	StaticShape         247     2011.90 2326.01 255     -0.88   -0.47   0         1.21  temple4.shp  
	StaticShape         248     1826.50 2513.87 255     -0.94   -0.33   0         1.21  temple4.shp  
	StaticShape         249     1264.12 2403.33 255     -0.94   -0.33   0         1.21  temple4.shp  
	StaticShape         250     1267.07 2316.58 255     -0.92   -0.38   0         1.21  temple4.shp  
	TrunkPort           251     1554.46 1971.64 0       1.00    0.00    1       -1      
	AIObjective         254     4782.54 3485.35 1       1.00    0.00    0        258
	AIObjectiveMarker   255     3541.56 1845.34 1       1.00    0.00    0       0.00  254   0   0
	AIObjectiveMarker   256     3642.03 1840.74 1       1.00    0.00    0       0.00  254   0   0
	AIObjectiveMarker   257     3578.71 1920.69 1       1.00    0.00    0       0.00  254   0   0
	AIObjective         258     4787.73 3337.59 255     1.00    0.00    0        262
	AIObjectiveMarker   259     2117.25 4218.45 1       1.00    0.00    0       0.00  258   0   0
	AIObjectiveMarker   260     2019.63 4311.48 1       1.00    0.00    0       0.00  258   0   0
	AIObjectiveMarker   261     1959.35 4206.40 1       1.00    0.00    0       0.00  258   0   0
	AIObjective         262     4788.93 3198.18 255     1.00    0.00    0         -1
	AIObjectiveMarker   263     1984.87 1697.83 255     0.91    0.42    0       55.21  262   0   0
	AIObjectiveMarker   264     1641.09 2206.44 255     -0.83   0.56    0       55.21  262   0   0
	AIObjectiveMarker   265     1067.98 2363.81 255     0.99    -0.17   0       55.21  262   0   0
	AIObjectiveMarker   266     1089.45 2479.76 1       1.00    0.00    0       0.00  262   0   0
	AIObjectiveMarker   267     1083.78 2243.02 1       1.00    0.00    0       0.00  262   0   0
	AIObjectiveMarker   268     2014.74 1637.60 1       1.00    0.00    0       0.00  262   0   0
	AIObjective         274     1509.12 134.17  0       1.00    0.00    0        276
	AIObjectiveMarker   275     3580.05 2232.73 255     1.00    0.00    0       100.00  274   0   0
	AIObjective         276     1343.26 161.51  0       1.00    0.00    0        278
	AIObjectiveMarker   277     2640.60 2608.18 255     1.00    0.00    0       100.00  276   0   0
	AIObjective         278     1165.20 147.52  0       1.00    0.00    0        282
	AIObjectiveMarker   280     2138.85 3286.14 255     1.00    0.00    0       100.00  278   0   0
	AIObjectiveMarker   281     1894.57 3290.31 255     1.00    0.00    0       100.00  278   0   0
	AIObjective         282     976.64  134.72  0       1.00    0.00    0        286
	AIObjectiveMarker   283     2238.25 3779.53 255     1.00    0.00    0       100.00  282   0   0
	AIObjectiveMarker   284     1881.74 3824.30 255     1.00    0.00    0       100.00  286   0   0
	AIObjectiveMarker   285     1727.65 3825.54 255     1.00    0.00    0       100.00  282   0   0
	AIObjective         286     825.98  124.68  0       1.00    0.00    0        288
	AIObjectiveMarker   287     2144.58 3817.07 255     1.00    0.00    0       100.00  286   0   0
	AIObjective         288     674.18  130.12  0       1.00    0.00    0        291
	AIObjectiveMarker   289     1900.13 2497.72 255     1.00    0.00    0       100.00  288   0   0
	AIObjectiveMarker   290     1994.52 2425.98 255     1.00    0.00    0       100.00  288   0   0
	AIObjective         291     510.97  122.71  0       1.00    0.00    0         -1
	AIObjectiveMarker   292     1979.25 1707.60 255     1.00    0.00    0       100.00  291   0   0
	AIObjectiveMarker   293     1072.16 2368.38 255     1.00    0.00    0       100.00  291   0   0
	AIObjectiveMarker   294     1644.02 2204.08 255     1.00    0.00    0       100.00  291   0   0
	AITarget            295     1692.17 2235.27 255     1.00    0.00    0       -1    0.00 1     
	AITarget            296     1219.25 2367.40 255     1.00    0.00    0       -1    0.00 1     
	AITarget            297     1100.09 2365.45 255     1.00    0.00    0       -1    0.00 1     
	AITarget            298     1916.22 1851.65 255     1.00    0.00    0       -1    0.00 1     
	AITarget            299     1983.46 1728.58 255     1.00    0.00    0       -1    0.00 1     
	RestrictionZone     300     668.41  4322.85 255     1.00    0.00    0       884.72    1
	RestrictionZone     92      3493.29 4234.04 255     1.00    0.00    0       868.78    1
	Wall                85      3727.81 1846.73 255     1.00    0.00    0         -1
	Wall                86      3727.93 1762.83 255     1.00    0.00    0         -1
	AITarget            87      3708.67 2366.26 255     1.00    0.00    0       -1    0.00 1     
	AIObjectiveMarker   88      2135.35 3290.44 1       1.00    0.00    0       0.00  258   0   0
	AIObjectiveMarker   89      1893.16 3286.34 1       1.00    0.00    0       0.00  258   0   0
	LaserFence          90      1101.16 4654.18 255     0.76    0.65    0       91      2.00  2
	LaserFence          91      1268.62 4372.82 255     1.00    0.00    0       93      2.00  2
	LaserFence          93      1151.37 4052.94 255     0.79    -0.61   0       94      2.00  2
	LaserFence          94      923.96  3890.28 255     0.43    -0.90   0       95      2.00  2
	LaserFence          95      301.94  3823.36 255     -0.54   -0.84   0       96      2.00  2
	LaserFence          96      151.52  4116.69 255     -0.99   -0.12   0       97      2.00  2
	LaserFence          97      145.89  4505.65 255     -0.84   0.55    0       98      2.00  2
	LaserFence          98      412.28  4798.33 255     -0.26   0.97    0       99      2.00  2
	LaserFence          99      845.85  4800.82 255     0.39    0.92    0       90      2.00  2
	AITarget            100     1634.22 2964.46 255     1.00    0.00    0       -1    0.00 1     
	LaserFence          101     2364.07 3342.35 0       -0.05   1.00    0       102     1.00  2
	LaserFence          102     2412.20 3336.44 0       0.08    1.00    0       103     1.00  2
	LaserFence          103     2497.20 3354.91 0       0.04    1.00    0       104     1.00  2
	LaserFence          104     2574.24 3362.98 0       -0.97   0.24    0       -1      1.00  2
	LaserFence          105     1607.06 3325.54 0       -0.07   1.00    0       106     1.00  2
	LaserFence          106     1537.67 3346.10 0       0.03    1.00    0       107     1.00  2
	LaserFence          107     1437.15 3367.05 0       0.26    0.97    0       109     1.00  2
	LaserFence          109     1383.50 3478.02 0       0.39    0.92    0       110     1.00  2
	LaserFence          110     1300.33 3575.74 0       0.59    -0.81   0       -1      1.00  2
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player1         3786.38  490.60 4522.28 -0.40 -0.65 -0.65 -0.34 0.76 -0.56
	player2         3333.40  573.64 4642.28 0.08 -0.59 -0.80 0.06 0.81 -0.59
	player0         1258.39  696.89 1727.13 0.63 -0.60 0.50 0.47 0.80 0.37
CameraMounts_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
	Darwinian        5   555.1  4125.8     35    0      -1    66.7     0.0     0.0   -1   -1    0
	Darwinian        0  2002.6  1676.4      7    0      -1    48.2     0.0     0.0   -1   -1    0
	Darwinian        0  1087.2  2351.9      4    0      -1    48.2     0.0     0.0   -1   -1    0
	Darwinian        0  1091.5  2483.9      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1243.0  2364.4      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1087.8  2242.7      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1915.2  1876.1      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1896.2  2519.1      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1934.6  2487.3      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1974.9  2445.8      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  2019.6  2400.7      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  2138.3  3281.3      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1899.5  3282.6      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1775.1  3772.0      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1882.2  3823.4      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  2153.2  3822.4      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  2254.8  3776.9      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  2671.8  2633.7      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  2671.7  2577.0      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  3583.8  2233.2      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  1631.4  2220.1      4    0      -1    11.1     0.0     0.0   -1   -1    0
	Darwinian        0  3583.2  2220.7     20    0      -1    42.6     0.0     0.0   -1   -1    0
	Armour           0  1571.7  2093.6      1    0      -1     0.0     0.0     0.0   -1   -1    1
InstantUnits_EndDefinition

