MultiwiniaOptions_StartDefinition
	Name		NewLevel
	GameTypes	Blitzkrieg 
	PopulationCap	1400
	DefenderPopulationCap	-1
	NumPlayers	4
	Effects	snow	
	LevelOptions	airstrikecapturezones 3	
	Difficulty	advanced
	AITarget            84      1605.97 2040.26 255     1.00    0.00    0       -1    0.00 1     
	AITarget            85      533.85  1608.62 255     1.00    0.00    0       -1    0.00 1     
	AITarget            86      781.62  1067.87 255     1.00    0.00    0       -1    0.00 1     
	AITarget            87      1314.19 807.91  255     1.00    0.00    0       -1    0.00 1     
	AITarget            88      1703.42 599.88  255     1.00    0.00    0       -1    0.00 1     
	SolarPanel          89      2673.22 2817.58 2       -0.00   0.91    0       91      
	SolarPanel          90      2658.14 2749.79 2       -0.00   0.89    0       91      
	SolarPanel          91      2784.40 2805.88 2       -0.00   0.91    0       93      
	Pylon               93      3227.30 2985.94 255     0.50    -0.87   0       94      
	PylonEnd            94      3528.08 3191.31 255     -0.98   -0.19   0       23      
	SolarPanel          95      1151.83 2736.57 3       -0.00   0.95    0       96      
	SolarPanel          96      1202.42 2826.94 3       0.00    0.98    0       98      
	SolarPanel          97      1276.74 2740.47 3       0.00    0.98    0       96      
	Pylon               98      984.04  3066.70 255     0.80    0.61    0       92      
	PylonEnd            92      739.15  3383.05 255     1.00    0.00    0       13      
	SolarPanel          99      1049.73 1524.19 0       0.00    0.89    0       101     
	SolarPanel          100     1186.89 1413.69 0       -0.00   0.90    0       102     
	SolarPanel          101     1112.96 1533.21 0       0.00    0.93    0       100     
	Pylon               102     1011.94 1153.62 255     -0.46   0.89    0       103     
	Pylon               103     607.79  995.35  255     0.83    -0.56   0       104     
	PylonEnd            104     514.03  787.83  255     1.00    0.00    0       42      
	SolarPanel          105     2623.71 1120.61 1       -0.00   0.95    0       107     
	SolarPanel          106     2649.95 1242.37 1       0.00    0.96    0       105     
	SolarPanel          107     2750.65 1135.80 1       -0.00   0.95    0       108     
	Pylon               108     2866.34 909.84  255     0.80    0.61    0       109     
	PylonEnd            109     3086.69 595.35  255     0.88    0.48    0       32      
	AITarget            110     2712.33 1185.00 255     1.00    0.00    0       -1    0.00 0     
	AITarget            111     2717.47 2796.31 255     1.00    0.00    0       -1    0.00 0     
	AITarget            112     1219.58 2757.43 255     1.00    0.00    0       -1    0.00 0     
	AITarget            113     1081.91 1463.95 255     1.00    0.00    0       -1    0.00 0     
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player3            7.30  716.95 4035.79 0.64 -0.48 -0.60 0.35 0.88 -0.33
	player2         3974.66  667.49 3900.11 -0.64 -0.45 -0.62 -0.32 0.89 -0.31
	player1         3726.05  566.19  227.91 -0.67 -0.45 0.59 -0.33 0.89 0.30
	player0          131.63  632.37    0.07 0.59 -0.46 0.66 0.31 0.89 0.34
CameraMounts_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
InstantUnits_EndDefinition

