MultiwiniaOptions_StartDefinition
	GameTypes	Assault 
	PopulationCap	2000
	DefenderPopulationCap	275
	NumPlayers	2
	LevelOptions	trunkportreinforcements 100	trunkportarmour 1	
	PlayTime	15
	Difficulty	advanced
	AttackingTeams	1 
	Darwinian        0  1468.6  1641.1      4    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  1995.6  2005.9      4    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  1837.7  2137.4      4    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  1523.2  2484.4      9    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  2505.5  1786.2      9    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  2233.2  2354.4      4    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  2324.7  2274.2      4    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  2143.5   617.1     15    0      -1    97.9     0.0     0.0   -1   -1    0
	Darwinian        0  2025.4   777.4      8    0      -1    26.0     0.0     0.0   -1   -1    0
	Darwinian        0   781.6  2075.1     15    0      -1    91.0     0.0     0.0   -1   -1    0
	Darwinian        0   884.0  1979.3      4    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  1707.0  1754.8     50    0      -1    82.8     0.0     0.0   -1   -1    0
	Darwinian        0  1951.0  2111.9     50    0      -1   107.0     0.0     0.0   -1   -1    0
	Darwinian        0  2338.1  2403.5      5    0      -1    10.0     0.0     0.0   -1   -1    0
	Darwinian        0  1470.9  1929.5     10    0      -1    92.8     0.0     0.0   -1   -1    0
	Darwinian        0  1917.7  1604.4     10    0      -1    85.8     0.0     0.0   -1   -1    0
InstantUnits_EndDefinition

PrimaryObjectives_StartDefinition
	NeverTrue 
PrimaryObjectives_EndDefinition
