MultiwiniaOptions_StartDefinition
	Name		NewLevel
	GameTypes	Assault 
	PopulationCap	1500
	DefenderPopulationCap	200
	NumPlayers	4
	LevelOptions	trunkportreinforcements 60	trunkportarmour 3	
	InvalidCrates	Armour	
	PlayTime	20
	Difficulty	advanced
	AttackingTeams	2 3 
	TrunkPort           293     1232.91 5166.15 3       1.00    -0.05   1       -1      
	LaserFence          143     2814.58 5087.57 1       -0.62   0.79    0       144     1.50  2
	LaserFence          144     2821.60 4896.36 1       -0.98   -0.19   0       154     1.50  2
	LaserFence          145     3058.87 5330.50 1       0.22    0.98    0       226     1.50  2
	LaserFence          146     3149.81 5266.75 1       0.85    0.52    0       145     1.50  2
	LaserFence          148     3296.61 4948.89 1       0.76    -0.64   0       150     1.50  2
	LaserFence          150     3294.10 5139.67 1       0.90    0.43    0       146     1.50  2
	LaserFence          154     2893.24 4839.38 1       -0.99   0.11    0       155     1.50  2
	LaserFence          155     2817.60 4769.50 1       -0.87   0.49    0       156     1.50  2
	LaserFence          156     2831.43 4583.90 1       -1.00   -0.04   0       157     1.25  2
	LaserFence          157     2813.60 4367.06 1       -0.88   -0.47   0       158     1.25  2
	LaserFence          158     3003.61 4319.86 1       -0.03   -1.00   0       159     1.50  2
	LaserFence          159     3212.14 4387.60 1       0.80    -0.61   0       160     1.50  2
	LaserFence          160     3208.93 4546.78 1       0.98    0.20    0       161     1.50  2
	LaserFence          161     3131.84 4626.90 1       0.94    0.34    0       225     1.50  2
	LaserFence          225     3159.32 4880.64 1       0.70    -0.72   0       148     1.50  2
	LaserFence          226     2944.87 5329.76 1       1.00    0.00    0       -1      1.00  0
	GunTurret           228     2794.54 5132.87 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           229     2797.67 5286.92 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           230     2934.58 4941.94 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           294     3096.95 4938.81 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	AITarget            295     2812.11 5216.42 255     1.00    0.00    0       -1    0.00 0     
	AITarget            296     2298.82 5151.93 255     1.00    0.00    0       -1    0.00 1     
	AITarget            297     3004.51 5262.49 255     1.00    0.00    0       -1    0.00 1     
	AITarget            298     3011.53 4816.76 255     1.00    0.00    0       -1    0.00 0     
	AITarget            299     2998.34 4517.98 255     1.00    0.00    0       -1    0.00 1     
	AITarget            300     3097.69 4419.73 255     1.00    0.00    0       -1    0.00 1     
	AITarget            301     2914.27 4417.09 255     1.00    0.00    0       -1    0.00 1     
	LaserFence          199     1158.19 3264.82 1       -0.42   0.91    0       210     1.50  2
	LaserFence          210     1510.90 3236.27 1       0.76    0.64    0       211     1.50  2
	LaserFence          211     1540.86 2950.95 1       0.85    -0.52   0       212     1.25  2
	LaserFence          212     1356.32 2852.23 1       0.22    -0.98   0       213     1.25  2
	LaserFence          213     1100.87 2903.60 1       -0.67   -0.75   0       216     1.50  2
	LaserFence          216     1023.19 2899.55 1       0.41    -0.91   0       217     1.50  2
	LaserFence          217     775.96  2900.55 1       -0.37   -0.93   0       221     1.50  2
	LaserFence          218     607.26  3469.36 1       -0.99   0.11    0       179     1.50  2
	LaserFence          219     555.82  3381.42 1       -0.80   0.60    0       218     1.50  2
	LaserFence          220     550.62  3200.24 1       -1.00   -0.09   0       219     1.50  2
	LaserFence          221     566.57  3015.46 1       -0.86   -0.52   0       220     1.50  2
	LaserFence          222     1087.07 3474.40 1       0.62    -0.78   0       175     1.50  2
	GunTurret           205     836.11  3888.12 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           206     1002.66 3736.40 255     0.00    1.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           223     758.91  3448.81 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           224     913.17  3447.46 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           302     996.48  3027.74 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           303     997.71  3130.05 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	Wall                304     2744.38 4927.49 255     1.00    0.00    0         -1
	Wall                305     2744.21 5011.35 255     1.00    0.00    0         -1
	Wall                306     2744.25 5095.18 255     1.00    0.00    0         -1
	Wall                307     2749.48 5315.94 255     1.00    0.00    0         -1
	Wall                170     689.47  3508.54 255     -0.03   -1.00   0         -1
	Wall                183     1025.05 3456.74 255     -0.03   -1.00   0         -1
	Wall                176     1031.60 2959.29 255     1.00    0.00    0         -1
	Wall                177     1036.05 3217.45 255     1.00    0.00    0         -1
	Wall                214     1069.27 3284.49 255     0.62    -0.78   0         -1
	Wall                215     827.63  3926.46 255     0.07    -1.00   0         -1
	Wall                308     1014.52 3775.63 255     0.54    0.84    0         -1
	Wall                310     3149.06 4916.03 255     -0.03   1.00    0         -1
	Wall                311     2871.35 4915.91 255     -0.03   1.00    0         -1
	AITarget            312     1161.48 4167.89 255     1.00    0.00    0       -1    0.00 1     
	AITarget            313     825.37  3698.49 255     1.00    0.00    0       -1    0.00 0     
	AITarget            314     660.50  3124.15 255     1.00    0.00    0       -1    0.00 0     
	AITarget            315     1114.00 3068.31 255     1.00    0.00    0       -1    0.00 1     
	AITarget            316     1304.29 3082.67 255     1.00    0.00    0       -1    0.00 1     
	AITarget            317     1466.22 2981.82 255     1.00    0.00    0       -1    0.00 1     
	AITarget            318     1474.97 3161.63 255     1.00    0.00    0       -1    0.00 1     
	Wall                62      4526.17 4468.60 255     0.02    -1.00   0         -1
	Wall                63      4610.18 4470.61 255     0.02    -1.00   0         -1
	Wall                64      4652.36 4430.72 255     1.00    0.00    0         -1
	Wall                65      4484.13 4426.81 255     1.00    0.00    0         -1
	Wall                66      4434.57 4059.89 255     0.62    -0.78   0         -1
	Wall                67      4508.86 4086.42 255     0.02    -1.00   0         -1
	Wall                68      4665.31 4058.22 255     0.73    0.68    0         -1
	Wall                69      4593.29 4088.35 255     0.02    -1.00   0         -1
	Wall                138     4394.19 3833.99 255     0.02    -1.00   0         -1
	Wall                139     4462.31 3867.61 255     -0.76   0.65    0         -1
	Wall                169     4724.74 3880.89 255     1.00    0.00    0         -1
	Wall                241     4682.23 3922.83 255     -0.03   -1.00   0         -1
	Wall                77      4763.94 3429.74 255     -0.03   -1.00   0         -1
	Wall                242     4806.53 3387.69 255     1.00    0.00    0         -1
	Wall                243     4692.72 3598.73 255     1.00    0.00    0         -1
	Wall                244     4733.48 3558.12 255     -0.03   1.00    0         -1
	Wall                245     4815.27 3284.24 255     1.00    0.00    0         -1
	Wall                246     4773.57 3241.54 255     -0.03   -1.00   0         -1
	Wall                247     5040.54 3227.01 255     1.00    0.00    0         -1
	Wall                248     5082.02 3182.66 255     -0.03   -1.00   0         -1
	GunTurret           249     4400.69 4078.50 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           250     4700.71 4082.08 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           251     4670.42 3889.46 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           252     4606.69 4428.60 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           289     4513.99 4430.70 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           291     4483.16 3810.48 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	GunTurret           319     4920.51 3204.48 255     1.00    0.00    0       0   0.00 0.00 0.00 0.00 
	LaserFence          320     4977.29 3536.46 0       0.70    0.72    0       369     1.50  2
	LaserFence          321     4316.57 4483.63 0       -1.00   0.06    0       56      1.50  2
	LaserFence          322     4406.17 3396.92 0       -0.11   0.99    0       365     1.50  2
	LaserFence          323     4328.87 3823.85 0       -0.73   -0.68   0       54      1.50  2
	AITarget            326     5340.34 4905.80 255     1.00    0.00    0       -1    0.00 1     
	AITarget            327     5123.23 4760.77 255     1.00    0.00    0       -1    0.00 1     
	AITarget            328     4729.54 4901.87 255     1.00    0.00    0       -1    0.00 0     
	AITarget            329     4408.57 4453.57 255     1.00    0.00    0       -1    0.00 0     
	AITarget            330     4742.75 4451.88 255     1.00    0.00    0       -1    0.00 0     
	AITarget            331     4795.55 3973.35 255     1.00    0.00    0       -1    0.00 1     
	AITarget            332     4312.03 3924.96 255     1.00    0.00    0       -1    0.00 1     
	AITarget            333     4544.06 4029.46 255     1.00    0.00    0       -1    0.00 0     
	AITarget            334     4592.62 3509.56 255     1.00    0.00    0       -1    0.00 1     
	AITarget            335     4906.12 3495.40 255     1.00    0.00    0       -1    0.00 1     
	AITarget            336     4921.58 3131.40 255     1.00    0.00    0       -1    0.00 1     
	AITarget            337     4860.47 2886.11 255     1.00    0.00    0       -1    0.00 1     
	AITarget            338     5064.15 2924.62 255     1.00    0.00    0       -1    0.00 1     
	AITarget            339     4646.51 2933.18 255     1.00    0.00    0       -1    0.00 1     
	AITarget            340     4553.38 3031.34 255     1.00    0.00    0       -1    0.00 1     
	AITarget            341     4307.70 2962.75 255     1.00    0.00    0       -1    0.00 1     
	AITarget            342     4194.81 2939.56 255     1.00    0.00    0       -1    0.00 1     
	AITarget            343     4224.18 3108.75 255     1.00    0.00    0       -1    0.00 1     
	AIObjective         12      4048.12 5266.27 2       1.00    0.00    0        257
	AIObjectiveMarker   14      4516.47 4431.08 2       1.00    0.00    0       0.00   12   0   0
	AIObjectiveMarker   15      4567.83 4376.42 255     1.00    0.00    0       100.00  257   1   0
	AIObjectiveMarker   3       4608.54 4427.82 2       1.00    0.00    0       0.00   12   0   0
	AITarget            18      4568.12 4379.44 255     1.00    0.00    0       -1    0.00 0     
	AITarget            19      4402.63 4311.63 255     1.00    0.00    0       -1    0.00 0     
	AITarget            22      4754.63 4300.17 255     1.00    0.00    0       -1    0.00 1     
	AITarget            89      850.15  3265.77 255     1.00    0.00    0       -1    0.00 1     
	TrunkPort           147     1239.01 5304.11 3       1.00    -0.05   1       -1      
	TrunkPort           149     5446.18 4795.56 2       -0.98   0.21    1       -1      
	TrunkPort           173     5412.40 4920.55 2       -0.88   -0.48   1       -1      
	AIObjectiveMarker   174     4775.14 3024.75 255     1.00    0.00    0       100.00  257   1   1
	Wall                178     4679.82 3432.44 255     -0.03   -1.00   0         -1
	AITarget            181     4768.04 3024.56 255     1.00    0.00    0       -1    0.00 1     
	AIObjective         136     2717.50 5943.42 1       1.00    0.00    0        253
	AIObjectiveMarker   137     2812.68 5208.08 255     1.00    0.00    0       127.82  136   0   0
	AIObjectiveMarker   200     3020.43 4923.41 255     1.00    0.00    0       126.83  253   0   0
	AIObjective         227     251.44  2606.93 255     1.00    0.00    0        309
	AIObjective         253     441.49  5997.49 255     1.00    0.00    0        227
	AIObjectiveMarker   290     917.86  3823.62 255     1.00    0.00    0       189.20  227   0   0
	AIObjective         309     1344.03 2526.57 255     1.00    0.00    0        325
	AIObjectiveMarker   324     1014.34 3074.02 255     1.00    0.00    0       141.64  309   0   0
	AIObjective         325     2196.90 1776.07 255     1.00    0.00    0         -1
	AIObjectiveMarker   344     2610.71 2782.56 255     1.00    0.00    0       100.00  325   0   0
	AIObjectiveMarker   345     2810.34 3006.86 255     1.00    0.00    0       100.00  325   0   0
	AIObjectiveMarker   346     3092.44 2804.54 255     1.00    0.00    0       100.00  325   0   0
	AIObjective         347     5304.93 2047.11 0       1.00    0.00    0        349
	AIObjectiveMarker   348     4577.04 4388.92 255     1.00    0.00    0       193.14  347   0   0
	AIObjective         349     5097.85 2071.08 255     1.00    0.00    0        352
	AIObjectiveMarker   350     4396.89 4077.01 255     1.00    0.00    0       87.66  349   0   0
	AIObjectiveMarker   351     4707.10 4077.50 255     1.00    0.00    0       87.66  349   0   0
	AIObjective         352     4897.82 2069.95 255     1.00    0.00    0        354
	AIObjectiveMarker   353     4565.80 3851.63 255     1.00    0.00    0       151.40  352   0   0
	AIObjective         354     4732.48 2077.81 255     1.00    0.00    0        356
	AIObjectiveMarker   355     4916.43 3203.96 255     1.00    0.00    0       100.00  354   0   0
	AIObjective         356     4552.17 2105.68 255     1.00    0.00    0        358
	AIObjectiveMarker   357     4276.42 3008.60 255     1.00    0.00    0       144.85  356   0   0
	AIObjective         358     4301.64 2145.19 255     1.00    0.00    0        325
	AIObjectiveMarker   359     6182.90 3559.27 255     1.00    0.00    0       100.00  358   0   0
	LaserFence          360     3243.61 3200.76 1       0.54    0.84    0       361     1.50  2
	LaserFence          361     3424.28 3068.77 1       0.54    0.84    0       362     1.50  2
	LaserFence          362     3609.52 2938.83 1       0.54    0.84    0       27      1.50  2
	LaserFence          363     4787.31 4628.09 0       0.41    -0.91   0       367     1.00  2
	LaserFence          366     4851.35 4439.22 0       0.98    -0.20   0       48      1.50  2
	LaserFence          367     4830.91 4491.77 0       0.97    0.25    0       366     1.00  2
	LaserFence          364     4701.02 3729.37 0       0.80    -0.61   0       368     1.50  2
	LaserFence          368     4709.44 3573.73 0       1.00    0.10    0       320     1.50  2
	LaserFence          369     5036.42 3302.99 0       0.36    0.93    0       370     1.50  2
	LaserFence          370     5154.23 3318.13 0       -0.03   1.00    0       371     1.50  2
	LaserFence          371     5309.52 3245.33 0       0.62    0.78    0       49      1.50  2
	LaserFence          365     4509.91 3498.46 0       -0.98   0.21    0       372     1.50  2
	LaserFence          372     4437.52 3699.98 0       -0.93   -0.38   0       373     1.50  2
	LaserFence          373     4443.70 3780.69 0       -0.74   -0.67   0       323     1.50  2
	RestrictionZone     374     1385.73 5254.44 255     1.00    0.00    0       525.36    1
	RestrictionZone     375     5294.65 4932.59 255     1.00    0.00    0       300.00    1
	AIObjective         376     2109.43 4882.91 3       1.00    0.00    0        273
	AIObjectiveMarker   377     2793.58 5134.02 3       1.00    0.00    0       0.00  376   0   0
	AIObjectiveMarker   378     2795.63 5287.95 3       1.00    0.00    0       0.00  376   0   0
	AITarget            379     4570.91 3812.10 255     1.00    0.00    0       -1    0.00 1     
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player0         3333.07  325.19 3700.59 0.80 -0.47 0.36 0.43 0.88 0.20
	player1         2657.80  273.70 2268.17 -0.11 -0.42 0.90 -0.05 0.91 0.42
	player2         5536.38  313.05 5057.41 -0.73 -0.50 -0.47 -0.42 0.87 -0.27
	player3         1056.48  329.07 5416.38 0.80 -0.48 -0.36 0.44 0.87 -0.20
CameraMounts_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
	Darwinian        0  6172.8  3580.7     10    0      -1    84.7     0.0     0.0   -1   -1    0
	Darwinian        0  6385.0  3292.4      5    0      -1    23.1     0.0     0.0   -1   -1    0
	Darwinian        1  2610.9  2790.2      5    0      -1    37.9     0.0     0.0   -1   -1    0
	Darwinian        1  2793.3  3024.5      5    0      -1    27.2     0.0     0.0   -1   -1    0
	Darwinian        1  3093.0  2817.1      5    0      -1    26.5     0.0     0.0   -1   -1    0
	Darwinian        1  3092.1  4940.2      4    0      -1     6.6     0.0     0.0   -1   -1    0
	Darwinian        1  2936.3  4946.6      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        1  2795.7  5133.8      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        1  2786.5  5284.9      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        1  3015.0  4899.9     20    0      -1    62.2     0.0     0.0   -1   -1    0
	Darwinian        1  2816.4  5216.0     20    0      -1    50.0     0.0     0.0   -1   -1    0
	Darwinian        1   996.8  3129.7      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        1   997.3  3028.8      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        1   758.0  3446.8      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        1   913.6  3444.2      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        1  1004.7  3729.1      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        1   824.8  3888.6      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        0  4518.3  4434.2      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        0  4614.1  4430.2      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        0  4701.8  4084.6      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        0  4400.4  4080.9      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        0  4479.2  3814.0      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        0  4670.4  3891.9      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        0  4924.4  3194.2      4    0      -1     5.0     0.0     0.0   -1   -1    0
	Darwinian        0  4576.7  4214.5     20    0      -1    94.9     0.0     0.0   -1   -1    0
InstantUnits_EndDefinition

