MultiwiniaOptions_StartDefinition
	GameTypes	Assault 
	PopulationCap	1600
	DefenderPopulationCap	200
	NumPlayers	4
	LevelOptions	trunkportreinforcements 75	
	InvalidCrates	Armour	
	PlayTime	15
	Difficulty	advanced
	AttackingTeams	0 1 
	Tree                196     3025.66 1742.39 255     1.00    0.00    0       103.64  2.54    0.52    1.01    6       20148   -4886675    -11845121   0       0       0       
	Tree                197     3045.59 1692.35 255     1.00    0.00    0       126.14  2.54    0.52    1.01    6       20157   -4886675    -11845121   0       0       0       
	Tree                198     3091.87 1629.97 255     1.00    0.00    0       115.15  2.54    0.52    1.01    6       20166   -4886675    -11845121   0       0       0       
	Tree                199     3012.72 1661.18 255     1.00    0.00    0       121.03  2.54    0.52    1.01    6       20496   -4886675    -11845121   0       0       0       
	Tree                200     3678.51 2287.62 255     1.00    0.00    0       110.58  2.54    0.52    1.01    6       20535   -4886675    -11845121   0       0       0       
	Tree                201     3641.17 2418.46 255     1.00    0.00    0       99.60   2.54    0.52    1.01    6       20544   -4886675    -11845121   0       0       0       
	Tree                202     3667.27 2370.03 255     1.00    0.00    0       122.10  2.54    0.52    1.01    6       20557   -4886675    -11845121   0       0       0       
	Tree                203     3641.88 2349.40 255     1.00    0.00    0       111.12  2.54    0.52    1.01    6       20566   -4886675    -11845121   0       0       0       
	Tree                204     3727.41 2373.49 255     1.00    0.00    0       122.63  2.54    0.52    1.01    6       20584   -4886675    -11845121   0       0       0       
	Tree                205     3709.56 2332.70 255     1.00    0.00    0       111.65  2.54    0.52    1.01    6       20596   -4886675    -11845121   0       0       0       
	Tree                206     2657.09 1467.75 255     1.00    0.00    0       126.44  2.54    0.52    1.01    6       20795   -4886675    -11845121   0       0       0       
	Tree                207     2719.15 1472.70 255     1.00    0.00    0       115.46  2.54    0.52    1.01    6       20804   -4886675    -11845121   0       0       0       
	Tree                208     1838.63 334.24  255     1.00    0.00    0       115.99  2.54    0.52    1.01    6       20834   -4886675    -11845121   0       0       0       
	Tree                209     1836.33 383.13  255     1.00    0.00    0       105.00  2.54    0.52    1.01    6       20843   -4886675    -11845121   0       0       0       
	Tree                210     1829.63 441.36  255     1.00    0.00    0       127.51  2.54    0.52    1.01    6       20856   -4886675    -11845121   0       0       0       
	Tree                211     475.81  673.19  255     1.00    0.00    0       128.05  2.54    0.52    1.01    6       20883   -4886675    -11845121   0       0       0       
	Tree                212     506.69  714.21  255     1.00    0.00    0       117.06  2.54    0.52    1.01    6       20895   -4886675    -11845121   0       0       0       
	Tree                213     567.89  737.47  255     1.00    0.00    0       106.07  2.54    0.52    1.01    6       20904   -4886675    -11845121   0       0       0       
	Tree                214     1003.20 2402.49 255     1.00    0.00    0       96.15   2.54    0.52    1.01    6       20975   -4886675    -11845121   0       0       0       
	Tree                215     937.98  2368.83 255     1.00    0.00    0       118.66  2.54    0.52    1.01    6       20984   -4886675    -11845121   0       0       0       
	Tree                216     1040.74 2460.23 255     1.00    0.00    0       118.66  2.54    0.52    1.01    6       20984   -4886675    -11845121   0       0       0       
	Tree                217     1161.48 2308.98 255     1.00    0.00    0       107.68  2.54    0.52    1.01    6       20993   -4886675    -11845121   0       0       0       
	Tree                218     962.25  2298.21 255     1.00    0.00    0       96.69   2.54    0.52    1.01    6       21005   -4886675    -11845121   0       0       0       
	Tree                219     945.16  2458.50 255     1.00    0.00    0       119.20  2.54    0.52    1.01    6       21014   -4886675    -11845121   0       0       0       
	Tree                220     1020.90 2340.93 255     1.00    0.00    0       119.20  2.54    0.52    1.01    6       21014   -4886675    -11845121   0       0       0       
	AITarget            132     785.41  3084.66 255     1.00    0.00    0       -1    0.00 0     
	StaticShape         49      2840.05 2158.64 255     1.00    0.00    0         1.00  temple3.shp  
	StaticShape         50      2840.29 2070.69 255     1.00    0.00    0         1.00  temple3.shp  
	StaticShape         51      2840.24 1982.64 255     1.00    0.00    0         1.00  temple3.shp  
	LaserFence          52      1179.55 3658.16 2       0.22    0.98    0       79      2.00  2
	LaserFence          53      903.55  3665.67 2       0.12    0.99    0       78      2.00  2
	LaserFence          54      582.23  3084.36 2       -0.70   -0.71   0       71      2.00  2
	AITarget            14      2505.49 2295.36 255     1.00    0.00    0       -1    0.00 1     
	AIObjective         15      3655.40 3878.99 2       1.00    0.00    0         55
	AIObjectiveMarker   16      3271.96 2591.38 255     1.00    0.00    0       100.00   15   0   0
	AIObjective         55      3400.37 3876.59 255     1.00    0.00    0         59
	AIObjectiveMarker   58      3016.91 2108.51 255     1.00    0.00    0       100.00   55   0   0
	AIObjectiveMarker   56      2997.33 1976.23 255     1.00    0.00    0       100.00   55   0   0
	AIObjective         59      3104.67 3889.30 255     1.00    0.00    0         62
	AIObjectiveMarker   61      2510.39 2467.60 255     1.00    0.00    0       100.00   59   0   0
	AIObjective         62      2837.85 3884.97 255     1.00    0.00    0         65
	AIObjectiveMarker   63      1099.74 3041.52 255     1.00    0.00    0       156.53   62   0   0
	AIObjectiveMarker   64      787.20  3393.93 255     1.00    0.00    0       100.00   65   0   0
	AIObjective         65      2585.84 3909.60 255     1.00    0.00    0         66
	AIObjective         66      2253.69 3942.17 255     1.00    0.00    0         -1
	AIObjectiveMarker   133     1231.25 3532.43 255     1.00    0.00    0       100.00   66   0   0
	AIObjectiveMarker   142     393.84  3630.25 255     1.00    0.00    0       100.00   66   0   0
	AIObjective         143     3844.29 276.59  3       1.00    0.00    0        221
	AIObjective         221     3664.17 266.75  255     1.00    0.00    0        222
	AIObjective         222     3478.02 264.45  255     1.00    0.00    0        223
	AIObjective         223     3314.33 262.43  255     1.00    0.00    0        224
	AIObjective         224     3145.82 260.35  255     1.00    0.00    0         -1
	AIObjectiveMarker   226     3023.29 2040.95 255     1.00    0.00    0       100.00  143   0   0
	AIObjectiveMarker   227     2476.53 2466.30 255     1.00    0.00    0       100.00  221   0   0
	AIObjectiveMarker   228     1296.94 1038.57 255     1.00    0.00    0       100.00  222   0   0
	AIObjectiveMarker   229     964.33  1296.07 255     1.00    0.00    0       100.00  223   0   0
	AIObjectiveMarker   230     1059.66 624.68  255     1.00    0.00    0       100.00  224   0   0
	AIObjectiveMarker   231     700.90  1677.94 255     1.00    0.00    0       100.00  224   0   0
	RestrictionZone     145     3416.09 1501.85 255     1.00    0.00    0       321.54    1
Buildings_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player1         3704.88  272.35 1221.41 -0.53 -0.52 0.67 -0.33 0.86 0.40
	player0         3515.46  365.49 1516.41 -0.71 -0.68 -0.18 -0.66 0.73 -0.17
	player2          390.53  413.67 3625.33 0.88 -0.41 -0.25 0.39 0.91 -0.11
	player3          428.53  353.13 1325.99 0.89 -0.41 0.20 0.40 0.91 0.09
CameraMounts_EndDefinition

CameraAnimations_StartDefinition
CameraAnimations_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
Buildings_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId runAsTask
	# ==================================================================================
	Darwinian        2  3019.2  2037.8      8    0      -1    19.6     0.0     0.0   -1   -1    0
	Darwinian        3  3022.6  1945.7      4    0      -1    17.1     0.0     0.0   -1   -1    0
	Darwinian        3  3019.2  2159.1      4    0      -1    20.4     0.0     0.0   -1   -1    0
	Darwinian        2  2445.9  2463.8      4    0      -1    13.1     0.0     0.0   -1   -1    0
	Darwinian        2  2569.6  2462.9      4    0      -1    13.5     0.0     0.0   -1   -1    0
	Darwinian        3   970.7  1290.1     15    0      -1    52.9     0.0     0.0   -1   -1    0
	Darwinian        3  1304.7  1047.9     10    0      -1    46.0     0.0     0.0   -1   -1    0
	Darwinian        2  1127.4  3034.9     10    0      -1    66.7     0.0     0.0   -1   -1    0
	Darwinian        2   770.9  3418.7     15    0      -1    67.0     0.0     0.0   -1   -1    0
	Darwinian        2   427.0  3651.5      5    0      -1    35.8     0.0     0.0   -1   -1    0
	Darwinian        2  1237.4  3529.2      5    0      -1    62.1     0.0     0.0   -1   -1    0
	Darwinian        3   727.1  1713.8      5    0      -1    46.7     0.0     0.0   -1   -1    0
	Darwinian        3  1051.8   586.1      5    0      -1    26.3     0.0     0.0   -1   -1    0
	Darwinian        2  2929.4  1999.7     25    0      -1    63.7     0.0     0.0   -1   -1    0
	Darwinian        3  2927.2  2129.0     25    0      -1    68.2     0.0     0.0   -1   -1    0
	Darwinian        2  3278.1  2577.5     24    0      -1    36.7     0.0     0.0   -1   -1    0
	Armour           2   790.5  3655.2      1    0      -1     0.0     0.0     0.0   -1   -1    1
	Armour           3   535.1  1384.0      1    0      -1     0.0     0.0     0.0   -1   -1    1
InstantUnits_EndDefinition

PrimaryObjectives_StartDefinition
	NeverTrue 
PrimaryObjectives_EndDefinition
